appid,name,type,release_date,required_age,developers,publishers,genres,price,metacritic_score,recommendations,achievements,year,owners_estimate,players_forever,average_playtime,median_playtime,tags,positive_reviews,negative_reviews,release_date_parsed
1022480,KAMIKO,game,"Jun 26, 2019",0,"SKIPMORE, ESQUADRA,inc., Kan.Kikuchi",Flyhigh Works,"Action, Adventure",4.99,,198.0,0,2019,"0 .. 20,000",,100,106,"Action, Hack and Slash, Pixel Graphics, Top-Down, Fantasy",175,30,
532080,Apocalypse Mechanism,game,"Jun 11, 2018",0,Mirage Interactive,Mirage Interactive,"Action, Adventure, Early Access",14.99,,,0,2018,"0 .. 20,000",,0,0,"Action, Adventure, Early Access, VR",7,7,
407420,Gabe Newell Simulator,game,"Dec 14, 2015",0,Antonio Renna,Antonio Renna,"Action, Adventure, Casual, Indie, Simulation",2.99,,516.0,0,2015,"20,000 .. 50,000",,168,215,"Memes, Action, Simulation, Indie, Adventure",346,322,
391280,Epic Manager - Create Your Own Adventuring Agency!,game,"Dec 12, 2016",0,ManaVoid Entertainment,"ManaVoid Entertainment, Indie Asylum","Adventure, Indie, RPG, Simulation, Strategy",17.99,,183.0,0,2016,"100,000 .. 200,000",,124,203,"Choose Your Own Adventure, Rogue-lite, Economy, Management, Medieval",159,79,
471770,"In Case of Emergency, Release Raptor",game,"Aug 29, 2016",0,Arcen Games,Arcen Games,"Action, Adventure, Indie",0.0,,,0,2016,"0 .. 20,000",,17,17,"3D Platformer, Immersive Sim, Dinosaurs, Robots, Physics",65,21,
461830,Adventure Apes and the Mayan Mystery,game,"Jul 15, 2016",0,ScaryPotato,Groupees Interactive,"Adventure, Indie",2.99,,,0,2016,"0 .. 20,000",,242,261,"Indie, Adventure, Metroidvania, Pixel Graphics, Platformer",15,7,
990840,Running Tadpoles,game,"Dec 21, 2018",0,Mr. Neighbor,Mr. Neighbor,"Casual, Indie",0.99,,,0,2018,"0 .. 20,000",,0,0,,0,0,
889280,Marginalia,game,"Oct 1, 2019",0,"Connor Sherlock, Cameron Kunzelman",Connor Sherlock,"Adventure, Indie",5.99,,,0,2019,"20,000 .. 50,000",,0,0,"Walking Simulator, Exploration, First-Person, Story Rich, Horror",50,10,
869840,羽翼的祈愿 - Feather Of Praying,game,"Jun 6, 2018",0,秋之忧郁,Eternal Dream,"Adventure, Indie, RPG",1.99,,273.0,0,2018,"50,000 .. 100,000",,10,19,"Adventure, RPG, RPGMaker, Indie, Female Protagonist",264,10,
438490,GOD EATER 2 Rage Burst,game,"Aug 29, 2016",0,"BANDAI NAMCO Studio, SHIFT, QLOC",BANDAI NAMCO Entertainment,"Action, RPG",49.99,,3415.0,0,2016,"200,000 .. 500,000",,827,175,"Anime, Action, Character Customization, RPG, Hunting",3524,1015,
656070,Better Off Tread,game,"Sep 12, 2017",0,"Pixel Constructor, LLC.","Pixel Constructor, LLC","Action, Free To Play, Indie",0.0,,,0,2017,"20,000 .. 50,000",,15,18,"Free to Play, Action, Indie, Multiplayer, Tanks",61,33,
406930,Epic Showdown,game,"Oct 27, 2015",0,Naloki,Naloki,"Action, Casual, Indie",4.99,,,0,2015,"0 .. 20,000",,13,13,"Action, Indie, Casual",14,27,
855010,270 | Two Seventy US Election,game,"May 31, 2018",0,Political Games LLC,Political Games LLC,Strategy,0.0,,,0,2018,"200,000 .. 500,000",,172,127,"Strategy, Politics, Political, Free to Play",795,257,
312540,Ys VI: The Ark of Napishtim,game,"28 Apr, 2015",0,Nihon Falcom,"XSEED Games, Marvelous USA, Inc.","Action, Adventure, RPG",22.99,76.0,1277.0,0,2015,"100,000 .. 200,000",,620,557,"Action, RPG, JRPG, Adventure, Great Soundtrack",1197,133,
1028340,Spare Teeth VR,game,"Dec 12, 2019",0,L2D,Level 2 Design,"Indie, Sports",3.99,,,0,2019,"0 .. 20,000",,0,0,"Sports, Indie, Casual, VR",7,2,
368570,Beat Da Beat,game,"Mar 10, 2016",0,2 players,Nekki Limited,Indie,1.99,,451.0,0,2016,"20,000 .. 50,000",,348,412,"Indie, Bullet Hell, Arcade, Rhythm, Great Soundtrack",441,31,
270880,American Truck Simulator,game,"Feb 2, 2016",0,SCS Software,SCS Software,"Indie, Simulation",4.99,76.0,154530.0,0,2016,"2,000,000 .. 5,000,000",,3687,805,"Automobile Sim, Driving, Open World, Transportation, Simulation",169735,5552,
959410,The Endless Empty,game,"Nov 3, 2018",0,Erik Sheader-Smith,Erik Sheader-Smith,"Adventure, Indie, RPG",3.99,,259.0,0,2018,"0 .. 20,000",,0,0,"RPG, Indie, Adventure, Surreal, RPGMaker",243,11,
913440,Mahjongg The Ultimate Collection 2,game,"Aug 13, 2018",0,Gunnar Games,Gunnar Games,Casual,5.99,,,0,2018,"0 .. 20,000",,0,0,Casual,10,4,
959050,Bound Up & Squirming!,game,"Apr 25, 2019",0,Stegersaurus Software Inc.,Stegersaurus Software Inc.,"Action, Adventure, Casual, Indie, Simulation",4.99,,,0,2019,"0 .. 20,000",,0,0,"Physics, Parkour, Funny, Intentionally Awkward Controls, Difficult",30,2,
991230,Highway of death,game,"Dec 18, 2018",0,Laush Dmitriy Sergeevich,Laush Studio,"Indie, Racing",1.99,,,0,2018,"0 .. 20,000",,0,0,"Runner, Casual, Racing, Bikes, Difficult",29,12,
589220,UAYEB: The Dry Land,game,"Jan 31, 2018",0,ICA GAMES,ICA GAMES,"Action, Adventure, Indie",4.99,,,0,2018,"20,000 .. 50,000",,0,0,"Singleplayer, Action-Adventure, FPS, Crafting, Survival",53,31,
993750,Girls & sweets,game,"Dec 24, 2018",0,Multiblender Games,Multiblender Games,Indie,3.99,,,0,2018,"0 .. 20,000",,0,0,"Indie, Visual Novel, Anime, Sexual Content, RPG",3,10,
1208040,Axiel,game,"Dec 27, 2019",0,RawEgg,RawEgg,"Casual, Indie",1.99,,,0,2019,"20,000 .. 50,000",,0,0,"Indie, Casual, Puzzle, Minimalist, Atmospheric",1,0,
408920,Krai Mira: post-apocalyptic Crimea,game,"Jul 11, 2016",0,TallTech studio,,"Adventure, Indie, RPG",9.99,50.0,148.0,0,2016,"20,000 .. 50,000",,43,43,"RPG, Adventure, Indie, Post-apocalyptic, Isometric",151,98,
394960,The Facility,game,"Sep 3, 2015",0,PolyDigital,PolyDigital,"Action, Adventure, Early Access",0.0,,,0,2015,"0 .. 20,000",,0,0,"Action, Adventure, Early Access, Horror",3,1,
747110,Kamboja,game,"Mar 15, 2018",0,"Rotciv Ocnarb, João ""Humming"" Luiz",Rotciv Ocnarb,"Action, Casual, Indie",0.0,,,0,2018,"0 .. 20,000",,0,0,"Action, Indie, Casual",4,1,
733990,I Can't Believe It's Not Gambling,game,"Dec 11, 2017",0,Mutant Entertainment Studios,Mutant Entertainment Studios,"Casual, Simulation",0.99,,1529.0,0,2017,"0 .. 20,000",,146,104,"Loot, Memes, Funny, Satire, Collectathon",1499,140,
704760,Grimrush,game,"Nov 30, 2017",0,Merge Heroes,Pohjoinen Pelinkehitys ry,"Action, Indie",0.0,,,0,2017,"0 .. 20,000",,0,0,"Action, Indie, Shoot 'Em Up, Top-Down Shooter, Replay Value",19,3,
528460,Rogalia,game,"Oct 15, 2018",0,"TatriX, Nanalli",TatriX,"Adventure, Indie, Massively Multiplayer, RPG",0.0,,306.0,0,2018,"50,000 .. 100,000",,4385,4440,"Massively Multiplayer, RPG, Sandbox, Open World, Indie",365,160,
12670,Mission Runway,game,"Jul 17, 2009",0,Virtual Playground,Cosmi Valusoft,Simulation,9.99,,,0,2009,"0 .. 20,000",,0,0,"Simulation, Casual",14,8,
765860,Leisure Suit Larry 5 - Passionate Patti Does a Little Undercover Work,game,"Dec 18, 2017",0,"Assemble Entertainment, Sierra Entertainment",Assemble Entertainment,Adventure,0.0,,,0,2017,"20,000 .. 50,000",,32,39,"Adventure, Point & Click, Sexual Content, 2D, Nudity",43,29,
45750,Lost Planet® 2,game,"Oct 15, 2010",0,"CAPCOM CO., LTD.",Capcom,"Action, Adventure",0.0,63.0,2346.0,0,2010,"200,000 .. 500,000",,389,151,"Action, Co-op, Adventure, Mechs, Third-Person Shooter",1965,990,
850710,Skip's Sanity,game,"May 24, 2018",0,David Donarumo,David Donarumo,"Action, Casual, Indie, RPG, Simulation, Sports, Strategy",0.0,,,0,2018,"0 .. 20,000",,0,0,"Casual, Action, Strategy, RPG, Indie",21,2,
821860,Secret Laboratory,game,"Mar 27, 2018",0,Falco Software,,"Action, Casual, Indie",0.99,,,0,2018,"0 .. 20,000",,0,0,"Action, Indie, Casual, Horror, Zombies",5,11,
577850,Tiny Wheels,game,"Jan 6, 2017",0,Wonder Assembly,Wonder Assembly,Simulation,1.99,,,0,2017,"0 .. 20,000",,90,90,"Simulation, VR",23,5,
1008000,Aetheria Online,game,"Feb 1, 2019",0,Zachary Hodges,Zachary Hodges,"Adventure, Free To Play, Indie, Massively Multiplayer, RPG",0.0,,,0,2019,"0 .. 20,000",,0,0,"Free to Play, RPG, Massively Multiplayer, Adventure, Indie",59,25,
1006920,Pull Ball,game,"Jan 18, 2019",0,Nichengun,Nichengun,"Casual, Indie",0.99,,,0,2019,"0 .. 20,000",,0,0,"Casual, Indie, Competitive, Puzzle, 2D",13,2,
1011310,PARSE ALLY,game,"Feb 4, 2019",0,wHDinc.,wHDinc.,"Action, Indie",2.99,,,0,2019,"0 .. 20,000",,0,0,"Action, Indie, FPS",2,4,
536950,Legend of Ares,game,"May 31, 2017",0,Bono Games,RedFox Games,"Free To Play, Massively Multiplayer",0.0,,,0,2017,"20,000 .. 50,000",,0,0,"Free to Play, Massively Multiplayer, MMORPG",35,28,
994200,天际起源 The Ark of Horizon,game,"Mar 13, 2019",0,ITBT Studio,ITBT  Studio,"Action, Adventure, Massively Multiplayer",0.0,,,0,2019,"100,000 .. 200,000",,0,0,"Free to Play, Battle Royale, Massively Multiplayer, Action, Third-Person Shooter",349,320,
1148680,Austerlitz,game,"Oct 3, 2019",0,"Turcan Research Systems, PSS",MIRROR Soft,Strategy,4.99,,,0,2019,"20,000 .. 50,000",,0,0,"Strategy, Retro, Historical, Wargame, Simulation",2,1,
460630,Trouble Witches Origin - Episode1 Daughters of Amalgam -,game,"Nov 21, 2016",0,Studio SiestA,"Rocket-Engine Co.,Ltd.","Action, Indie",9.99,,203.0,0,2016,"0 .. 20,000",,229,457,"Action, Indie, Shoot 'Em Up, Anime, Bullet Hell",194,11,
562050,Liquid Pinball,game,"Nov 24, 2016",0,RunServer,RunServer,"Casual, Indie",0.99,,,0,2016,"100,000 .. 200,000",,202,223,"Indie, Casual, Singleplayer, Relaxing, Puzzle",73,35,
613880,Zoo Tycoon: Ultimate Animal Collection,game,"Sep 14, 2018",0,"Frontier Developments, Asobo Studio",Xbox Game Studios,Simulation,19.99,,1539.0,0,2018,"100,000 .. 200,000",,274,193,"Simulation, Management, Sandbox, Multiplayer, Singleplayer",1227,684,
371710,Age of Castles: Warlords,game,"May 15, 2015",0,Anarchy Enterprises,Anarchy Enterprises,"Casual, Indie, Simulation, Strategy",2.99,,,0,2015,"0 .. 20,000",,193,199,"Casual, Strategy, Simulation, Indie",22,49,
38160,Farm Frenzy 3: American Pie,game,"Feb 15, 2010",0,Alawar,Next Game,Casual,9.99,,,0,2010,"0 .. 20,000",,286,286,"Casual, Agriculture",11,0,
703000,"Beer, Babes and Dragons",game,"Sep 15, 2017",0,Kristof De Meyer,Creative Consultants Agency,RPG,1.99,,,0,2017,"0 .. 20,000",,0,0,"RPG, RPGMaker, Sexual Content, Dark Humor",6,0,
536430,The Revenge of Johnny Bonasera: Episode 1,game,"Oct 31, 2016",0,Rafael García,Rafael García,"Adventure, Indie",3.99,,,0,2016,"0 .. 20,000",,155,155,"Adventure, Indie, Point & Click, Cartoony, Comedy",58,12,
742990,Sanguo: War Under Heaven,game,"Dec 17, 2018",0,Telestic Studios,"Second March, LLC","Free To Play, Strategy",0.0,,,0,2018,"0 .. 20,000",,0,0,"Free to Play, Strategy",9,7,
1000040,细胞战争,game,"Mar 30, 2019",0,DoubleC Games,DoubleC Games,"Action, Casual, Indie, Simulation",0.0,,,0,2019,"0 .. 20,000",,0,0,"Action, Casual, Indie, Simulation",0,1,
380990,B.A.D Battle Armor Division,game,"Aug 18, 2015",0,Crian Soft,Crian Soft,"Action, Indie",5.99,,,0,2015,"0 .. 20,000",,0,0,"Action, Indie, Mechs, Platformer, Arcade",31,30,
377010,Easy Spanish™ Platinum,game,"Jan 18, 2017",0,Individual Software,Individual Software,Education,49.99,,,0,2017,"0 .. 20,000",,1,1,Education,1,0,
612440,The Cable Center - Virtual Archive,game,"Apr 6, 2017",0,The Cable Center,The Cable Center,"Casual, Free To Play",0.0,,,0,2017,"0 .. 20,000",,0,0,"Free to Play, Casual, VR",15,3,
327980,Dragon Fantasy: The Volumes of Westeria,game,"Apr 9, 2015",0,Muteki,Choice Provisions,RPG,9.99,,,0,2015,"0 .. 20,000",,242,242,"RPG, Retro, JRPG, Fantasy, Turn-Based Combat",39,8,
266330,Ethan: Meteor Hunter,game,"Feb 7, 2014",0,Seaven Studio,Seaven Studio,"Action, Indie",9.99,,,0,2014,"100,000 .. 200,000",,226,137,"Puzzle-Platformer, Indie, Platformer, Puzzle, Action",153,96,
654710,Ashes,game,"Jun 28, 2017",0,FurGoldGames,FurGoldGames,"Action, Adventure, Indie",0.99,,,0,2017,"0 .. 20,000",,122,122,"Action, Indie, Adventure, Survival",38,22,
873250,Crimson Light,game,"Jun 18, 2018",0,Nandee,Crimson Lodge,"Indie, RPG",0.0,,,0,2018,"0 .. 20,000",,0,0,"Indie, RPG, Female Protagonist, Free to Play, RPGMaker",14,3,
868570,Prototype Mansion - Used No Cover,game,"Jul 19, 2018",0,Jupiter Lighthouse Games,Jupiter Lighthouse Games,"Adventure, Indie",4.99,,,0,2018,"0 .. 20,000",,0,0,"Indie, Adventure, Difficult, Survival Horror, Horror",40,16,
635900,Tunnels of Despair,game,"Mar 16, 2018",0,BearFighterDev,BearFighterDev,"Action, Adventure, Indie",5.99,,,0,2018,"0 .. 20,000",,0,0,"Adventure, Action, Indie, Horror, Survival Horror",45,27,
590600,LifeBase,game,"Mar 23, 2017",0,Patryk Szuberla,Patryk Szuberla,"Action, Casual, Indie, Simulation, Early Access",12.99,,,0,2017,"0 .. 20,000",,0,0,"Indie, Casual, Action, Early Access, Simulation",1,2,
870010,Mazes and Mages,game,"Jun 15, 2018",0,Juan Jose Garrido Gomez,Juan Jose Garrido Gomez,"Indie, Strategy",0.0,,,0,2018,"20,000 .. 50,000",,0,0,"Strategy, Indie, Card Game, Turn-Based",4,3,
457690,Hotel Blind,game,"Apr 5, 2016",0,Serellan LLC,Serellan LLC,"Casual, Indie, Simulation",1.99,,,0,2016,"0 .. 20,000",,0,0,"Indie, Casual, Simulation",9,39,
371120,Discouraged Workers,game,"Sep 16, 2015",18,YGGDRASIL STUDIO,YGGDRASIL STUDIO,"Adventure, Indie",0.0,,101.0,0,2015,"0 .. 20,000",,381,422,"Nudity, Sexual Content, Mature, Indie, Anime",61,38,
910460,Rocket of Whispers: Prologue,game,"Sep 12, 2018",0,SIGONO INC.,SIGONO INC.,"Adventure, Indie",0.0,,,0,2018,"100,000 .. 200,000",,8,8,"Adventure, Indie, Free to Play, Great Soundtrack, Puzzle",202,62,
760520,Dough,game,"Mar 20, 2018",0,Ermao Animation,Ermao Animation,Animation & Modeling,11.99,,,0,2018,"0 .. 20,000",,0,0,"Animation & Modeling, VR",3,1,
226780,MUD - FIM Motocross World Championship™,game,"Feb 26, 2013",0,Milestone S.r.l.,Milestone S.r.l.,"Racing, Sports",9.99,,122.0,0,2013,"20,000 .. 50,000",,528,528,"Motocross, Racing, Motorbike, Sports, Multiplayer",81,53,
251990,Long Live The Queen,game,"Nov 8, 2013",0,Hanako Games,Hanako Games,"Indie, RPG, Simulation, Strategy",9.99,67.0,5769.0,0,2013,"200,000 .. 500,000",,326,224,"Visual Novel, Political Sim, Anime, Female Protagonist, Simulation",6681,357,
1137770,Avalive,game,"Nov 1, 2019",0,Avamoe,Avamoe,"Free To Play, Animation & Modeling, Audio Production, Utilities, Video Production",0.0,,,0,2019,"0 .. 20,000",,0,0,"Animation & Modeling, Utilities, Video Production, Audio Production",9,4,
543240,√Letter - Root Letter -,game,"7 Jul, 2017",0,"DRAGAMI GAMES, LTD.","DRAGAMI GAMES, LTD.",Adventure,19.99,,537.0,0,2017,"20,000 .. 50,000",,328,475,"Adventure, Visual Novel, Anime, Detective, Mystery",435,113,
764180,Cross of Auria,game,"Dec 31, 2017",0,Hardytier,Hardytier,"Indie, RPG",0.0,,,0,2017,"0 .. 20,000",,0,0,"RPG, Indie, RPGMaker, Turn-Based, Party-Based RPG",19,4,
854190,Russian Gangsta In HELL,game,"May 9, 2018",0,"Nikita ""Ghost_RUS""",Ghost_RUS Games,"Violent, Gore, Action, Adventure, Indie",0.99,,,0,2018,"0 .. 20,000",,29,29,"Violent, Action, Adventure, Indie, Gore",29,28,
1123730,ROD,game,"Sep 5, 2019",0,Ivory Tower,Ivory Tower,"Casual, Indie, RPG",2.99,,,0,2019,"0 .. 20,000",,0,0,"RPG, Indie, Casual",1,0,
837780,Coin-Op Kingdom,game,"Aug 9, 2018",0,Canalside Studios,Canalside Studios,"Casual, Indie, Simulation, Strategy",7.99,,,0,2018,"0 .. 20,000",,0,0,"Casual, Simulation, Strategy, Indie, Singleplayer",7,6,
11370,Nikopol: Secrets of the Immortals,game,"Jul 30, 2009",0,,Meridian4,"Adventure, Indie",4.99,68.0,255.0,0,2009,"100,000 .. 200,000",,112,136,"Choose Your Own Adventure, Point & Click, Adventure, Dystopian , Comic Book",211,173,
898260,Juliantli,game,"Aug 30, 2018",0,stardust.ch,stardust.ch,"Casual, Indie",0.99,,,0,2018,"0 .. 20,000",,0,0,"Indie, Casual, Music, Rhythm",21,3,
426930,Moonshot,game,"Dec 21, 2015",0,Pump Action Games,Pump Action Games,"Action, Indie, Early Access",4.99,,,0,2015,"0 .. 20,000",,16,16,"Action, Indie, Early Access, 4 Player Local, Local Multiplayer",86,12,
499540,Wake Up,game,"Aug 9, 2016",0,Black Cell OG,Black Cell OG,"Adventure, Indie",0.0,,,0,2016,"20,000 .. 50,000",,94,131,"Indie, Adventure, VR, Free to Play, Great Soundtrack",79,19,
598620,Mystery Riddles,game,"Mar 15, 2017",0,AnaWiki Games,AnaWiki Games,"Casual, Indie",8.99,,,0,2017,"0 .. 20,000",,0,0,"Casual, Indie",5,4,
606230,Thea 2: The Shattering,game,"May 13, 2019",0,"MuHa Games, Eerie Forest Studio",MuHa Games,"Indie, RPG, Strategy",12.49,,1944.0,0,2019,"200,000 .. 500,000",,1629,672,"Strategy, RPG, Indie, Turn-Based Strategy, Survival",1707,484,
894090,Maze Gold Run,game,"Sep 24, 2019",0,Pavel Ksenofontov,Pavel Ksenofontov,"Adventure, Casual, Indie",1.99,,,0,2019,"0 .. 20,000",,0,0,"Indie, Adventure, Casual, Singleplayer, Dark",3,0,
828740,Tales of the Neon Sea,game,"Apr 29, 2019",0,YiTi Games,Thermite Games,"Adventure, Indie",16.99,,3384.0,0,2019,"100,000 .. 200,000",,330,247,"Pixel Graphics, Cyberpunk, Point & Click, Story Rich, Investigation",3519,548,
454680,MetaTron,game,"Dec 19, 2016",0,TubbyKiD UG (haftungsbeschränkt),TubbyKiD UG (haftungsbeschränkt),"Violent, Action, Indie, Early Access",0.0,,,0,2016,"0 .. 20,000",,222,241,"Early Access, Action, Indie, Survival, Violent",50,60,
449040,Jesus Christ RPG Trilogy,game,"Mar 18, 2016",0,Wholetone Games,Wholetone Games,"Action, RPG",5.99,,,0,2016,"100,000 .. 200,000",,37,40,"Memes, RPG, RPGMaker, Family Friendly, Story Rich",1376,225,
219830,King Arthur's Gold,game,"Nov 5, 2013",0,Transhuman Design,Transhuman Design,"Action, Indie, Free To Play",0.0,81.0,2652.0,0,2013,"500,000 .. 1,000,000",,410,63,"Multiplayer, 2D, Action, Pixel Graphics, Building",4390,814,
1192500,GraFi Christmas,game,"Nov 22, 2019",0,Blender Games,Blender Games,"Adventure, Casual, Indie, Simulation, Strategy",0.55,,,0,2019,"0 .. 20,000",,0,0,"Puzzle, Physics, 2D, Family Friendly, Singleplayer",11,6,
1155230,Extend Desktop,game,"Sep 21, 2019",0,chengcong,chengcong,Utilities,1.99,,,0,2019,"0 .. 20,000",,0,0,Utilities,2,3,
720030,Indecision.,game,"Feb 8, 2018",0,bilge,bilge,"Casual, Indie",2.99,,437.0,0,2018,"20,000 .. 50,000",,189,52,"Experience, Experimental, Surreal, Casual, Exploration",532,94,
1086140,Weaving,game,"Jun 4, 2019",0,Bitlock Studio,Bitlock Studio,"Casual, Indie",0.49,,,0,2019,"20,000 .. 50,000",,0,0,"Indie, Casual",4,0,
415920,Voidspire Tactics,game,"Nov 2, 2015",0,Rad Codex,Rad Codex,"Indie, RPG, Strategy",14.99,,262.0,0,2015,"0 .. 20,000",,129,208,"RPG, Indie, Strategy, Tactical RPG, Turn-Based Tactics",259,9,
240340,Space Ace,game,"Aug 27, 2013",0,Digital Leisure Inc.,Digital Leisure Inc.,"Action, Adventure, Casual",9.99,,153.0,0,2013,"0 .. 20,000",,172,337,"Adventure, Casual, Action, Quick-Time Events, FMV",128,31,
987710,BLASK,game,"Jan 14, 2019",0,SmallBigSquare,SmallBigSquare,"Casual, Indie",4.99,,,0,2019,"0 .. 20,000",,0,0,"Casual, Indie, Puzzle, Minimalist, Colorful",18,1,
951050,Another Hardcore Game,game,"Oct 31, 2018",0,Ninba,Ninba Games,"Action, Adventure, Indie",1.99,,,0,2018,"0 .. 20,000",,0,0,"Action, Indie, Adventure, Singleplayer",21,4,
680250,The Mirage : Illusion of wish,game,"Nov 15, 2017",0,APPLEMINT,APPLEMINT,"Action, Indie, Early Access",7.99,,,0,2017,"0 .. 20,000",,0,0,"Action, Indie, Early Access",1,0,
781520,Lucid Dreams: Polyventure,game,"Jan 28, 2018",0,Eternity Studios,Eternity Studios,"Action, Adventure, Casual, Indie, Simulation, Strategy",3.99,,,0,2018,"0 .. 20,000",,366,366,"Indie, Exploration, Walking Simulator, Psychedelic, Abstract",16,25,
211200,Beyond Oasis,game,"May 2, 2012",0,,SEGA,,0.0,,,0,2012,"0 .. 20,000",,0,0,"Action, Classic, RPG, Adventure, Retro",6,0,
612590,Mouse Playhouse,game,"Mar 31, 2017",0,Tinkertainment,SMU Guildhall,"Casual, Free To Play, Indie",0.0,,,0,2017,"20,000 .. 50,000",,186,186,"Free to Play, Casual, Indie, VR",50,11,
700170,Deserving Life,game,"Oct 13, 2017",0,"Lukas Paul, Gabriel Mittermair",Deserving Life,Free To Play,0.0,,,0,2017,"20,000 .. 50,000",,56,68,"Free to Play, Horror, VR, Multiplayer",118,26,
798590,Elven Love,game,"Mar 16, 2018",0,Red Vibe Studio,Red Vibe Studio,"Action, Adventure, Casual, Indie, Simulation",14.99,,138.0,0,2018,"20,000 .. 50,000",,71,71,"Sexual Content, Nudity, Mature, NSFW, VR",70,66,
718740,Chop Chop Princess!,game,"Nov 8, 2017",0,Spectre EU,"Take Five Games, Dikobraz Games","Adventure, Indie, Racing",6.99,,,0,2017,"0 .. 20,000",,0,0,"Adventure, Indie, Racing",2,1,
481950,Emily: Displaced,game,"Jul 26, 2016",0,Bossa Studios,War Child Gaming,"Adventure, Indie",14.99,,,0,2016,"0 .. 20,000",,0,0,"Adventure, Indie, Visual Novel",8,0,
113420,Fallen Earth Classic,game,"Feb 22, 2012",0,Little Orbit,Little Orbit,"Free To Play, Massively Multiplayer, RPG",0.0,71.0,,0,2012,"1,000,000 .. 2,000,000",,441,60,"Free to Play, Survival, Open World, Multiplayer, Post-apocalyptic",4484,3047,
714880,大乱斗 Chaos Battle,game,"Oct 13, 2017",0,绿叶工作室,绿叶工作室,"Action, Adventure, Casual, Indie, Massively Multiplayer, Strategy",5.99,,,0,2017,"0 .. 20,000",,0,0,"Action, Indie, Massively Multiplayer, Adventure, Casual",2,2,
328550,Thieves' Gambit: The Curse of the Black Cat,game,"Oct 17, 2014",0,Choice of Games,Choice of Games,"Indie, RPG",4.99,,,0,2014,"0 .. 20,000",,0,0,"Indie, RPG, Text-Based, Choose Your Own Adventure, Interactive Fiction",24,6,
429430,Tyrfing  Cycle |Vanilla|,game,"Apr 15, 2016",0,Demon Sword Games,,"Action, Adventure, Indie, Early Access",1.99,,,0,2016,"0 .. 20,000",,215,267,"Action, Indie, Early Access, Adventure, Female Protagonist",10,29,
454540,LuckCatchers,game,"Nov 15, 2016",0,DiP Online,DiP Online,"Free To Play, Indie, Massively Multiplayer, RPG, Simulation, Strategy",0.0,,,0,2016,"200,000 .. 500,000",,97,73,"Free to Play, Massively Multiplayer, RPG, Strategy, Simulation",445,365,
829260,Morning Never Comes,game,"Apr 6, 2018",0,7 Box Games,7 Box Games,"Action, Indie",0.99,,,0,2018,"20,000 .. 50,000",,0,0,"Indie, Action, Twin Stick Shooter, Singleplayer, 2D",35,6,
1108020,Bepuzzled Jigsaw Puzzle: Sweets,game,"Jul 12, 2019",0,Team Spikkeee,Spikkeee,Casual,3.99,,,0,2019,"0 .. 20,000",,0,0,"Casual, Puzzle",1,0,
781760,Trivia Vault: Health Trivia Deluxe,game,"Jan 23, 2018",0,Ripknot Systems,Ripknot Systems,"Casual, Indie, Simulation, Strategy",13.99,,,0,2018,"0 .. 20,000",,0,0,"Trivia, Indie, Casual, Simulation, Strategy",67,40,
988070,All Of ZHEM,game,"Mar 29, 2019",0,KOEX studio,KOEX studio,"Action, Indie",3.99,,,0,2019,"0 .. 20,000",,0,0,"Indie, Action, Violent, Gore, Zombies",0,5,
533960,Scary Humans,game,"Oct 26, 2016",0,Gabhel Games,Gabhel Studios,Indie,9.99,,,0,2016,"20,000 .. 50,000",,0,0,"Runner, Dungeon Crawler, Arcade, 2.5D, Cute",6,0,
22380,Fallout: New Vegas,game,"19 Oct, 2010",0,Obsidian Entertainment,Bethesda Softworks,"Action, RPG",39.0,84.0,189727.0,0,2010,"5,000,000 .. 10,000,000",,3822,1075,"Open World, RPG, Post-apocalyptic, Singleplayer, Moddable",218763,8937,
529780,Disturbed,game,"Oct 3, 2016",0,iBlackpen,iBlackpen,"Adventure, Casual, Free To Play, Indie, Simulation",0.0,,,0,2016,"200,000 .. 500,000",,82,92,"Free to Play, Horror, Adventure, Visual Novel, Simulation",1679,131,
753090,Marius,game,"Jan 5, 2018",0,Granola Studios,Granola Studios,Free To Play,0.0,,,0,2018,"20,000 .. 50,000",,0,0,"Free to Play, VR",18,11,
499230,SurvHive,game,"Aug 1, 2016",0,Rocking Hamster,Rocking Hamster,"Action, Indie, Early Access",14.99,,,0,2016,"0 .. 20,000",,12173,12173,"Indie, Action, Early Access, Horror, Multiplayer",52,32,
1136240,Crowd Control,game,"Sep 20, 2019",0,Sugoi Yellow,GrabTheGames,"Free To Play, Indie, Strategy",0.0,,,0,2019,"20,000 .. 50,000",,0,0,"Free to Play, Indie, Strategy, Casual, Action",41,10,
450390,The Lab,game,"Apr 5, 2016",0,Valve,Valve,Free To Play,0.0,,391.0,0,2016,"1,000,000 .. 2,000,000",,168,45,"Free to Play, VR, Singleplayer, Action, First-Person",6066,323,
1050910,GALAXY MONSTER,game,"Apr 5, 2019",0,Small Games,GLD Games,"Action, Indie",7.99,,,0,2019,"0 .. 20,000",,0,0,"Action, Indie",0,3,
403100,Rescue Team 3,game,"Sep 23, 2015",0,Alawar Entertainment,ESDigital Games,"Casual, Simulation, Strategy",4.99,,,0,2015,"0 .. 20,000",,265,362,"Strategy, Simulation, Casual, Time Management",52,16,
